# energy_eV    eps2_arb    eps2_normalised
2.951209e+00 1.892345e+01 1.312290e-01
2.952460e+00 1.867821e+01 1.295283e-01
2.953711e+00 1.840562e+01 1.276379e-01
2.954962e+00 1.808985e+01 1.254482e-01
2.956214e+00 1.771864e+01 1.228739e-01
2.957465e+00 1.728985e+01 1.199004e-01
2.958716e+00 1.681416e+01 1.166016e-01
2.959967e+00 1.631292e+01 1.131256e-01
2.961218e+00 1.581295e+01 1.096585e-01
2.962469e+00 1.534105e+01 1.063860e-01
2.963720e+00 1.492010e+01 1.034668e-01
2.964971e+00 1.456753e+01 1.010219e-01
2.966222e+00 1.429561e+01 9.913619e-02
2.967473e+00 1.411257e+01 9.786684e-02
2.968724e+00 1.402397e+01 9.725242e-02
2.969975e+00 1.403384e+01 9.732084e-02
2.971226e+00 1.414538e+01 9.809434e-02
2.972477e+00 1.436123e+01 9.959121e-02
2.973728e+00 1.468324e+01 1.018243e-01
2.974979e+00 1.511175e+01 1.047959e-01
2.976230e+00 1.564424e+01 1.084885e-01
2.977481e+00 1.627354e+01 1.128525e-01
2.978732e+00 1.698556e+01 1.177902e-01
2.979983e+00 1.775703e+01 1.231402e-01
2.981234e+00 1.855379e+01 1.286655e-01
2.982485e+00 1.933059e+01 1.340524e-01
2.983736e+00 2.003296e+01 1.389232e-01
2.984987e+00 2.060199e+01 1.428692e-01
2.986239e+00 2.098167e+01 1.455021e-01
2.987490e+00 2.112808e+01 1.465175e-01
2.988741e+00 2.101834e+01 1.457565e-01
2.989992e+00 2.065613e+01 1.432446e-01
2.991243e+00 2.007145e+01 1.391901e-01
2.992494e+00 1.931416e+01 1.339385e-01
2.993745e+00 1.844357e+01 1.279011e-01
2.994996e+00 1.751787e+01 1.214817e-01
2.996247e+00 1.658649e+01 1.150228e-01
2.997498e+00 1.568653e+01 1.087818e-01
2.998749e+00 1.484286e+01 1.029312e-01
3.000000e+00 1.407023e+01 9.757322e-02
