# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | densities include spin factor SPIN_DEG=2
# dmu_eV  kx_invA  ky_invA  f_v  f_c  absDelta_eV  e_minus_eV  epsr_v_eV  epsr_c_eV
2.117600e+00 5.586655e-01 7.986655e-01 9.996144e-01 3.856404e-04 1.912078e-02 -3.426443e-01 -3.119278e-01 2.778784e+00
2.117600e+00 5.736655e-01 1.986655e-01 9.996974e-01 3.026276e-04 1.801776e-02 -3.634351e-01 -3.327807e-01 2.820079e+00
2.117600e+00 5.736655e-01 2.136655e-01 9.996466e-01 3.533961e-04 1.901555e-02 -3.593227e-01 -3.286242e-01 2.799968e+00
2.117600e+00 5.736655e-01 2.286655e-01 9.995727e-01 4.273010e-04 2.035298e-02 -3.542713e-01 -3.235096e-01 2.778062e+00
2.117600e+00 5.736655e-01 2.436655e-01 9.994639e-01 5.360520e-04 2.210389e-02 -3.481224e-01 -3.172696e-01 2.754259e+00
2.117600e+00 5.736655e-01 2.586655e-01 9.993021e-01 6.979460e-04 2.434458e-02 -3.406840e-01 -3.096997e-01 2.728427e+00
2.117600e+00 5.736655e-01 2.736655e-01 9.990569e-01 9.430711e-04 2.716590e-02 -3.317281e-01 -3.005526e-01 2.700406e+00
2.117600e+00 5.736655e-01 2.886655e-01 9.986778e-01 1.322209e-03 3.067578e-02 -3.209898e-01 -2.895327e-01 2.670011e+00
2.117600e+00 5.736655e-01 3.036655e-01 9.980765e-01 1.923509e-03 3.500008e-02 -3.081679e-01 -2.762905e-01 2.637040e+00
2.117600e+00 5.736655e-01 3.186655e-01 9.970944e-01 2.905605e-03 4.028602e-02 -2.929373e-01 -2.604217e-01 2.601288e+00
2.117600e+00 5.736655e-01 3.336655e-01 9.954339e-01 4.566053e-03 4.670548e-02 -2.749831e-01 -2.414789e-01 2.562568e+00
2.117600e+00 5.736655e-01 3.486655e-01 9.925119e-01 7.488115e-03 5.445022e-02 -2.540705e-01 -2.190001e-01 2.520746e+00
2.117600e+00 5.736655e-01 3.636655e-01 9.871300e-01 1.286996e-02 6.371257e-02 -2.301624e-01 -1.925466e-01 2.475765e+00
2.117600e+00 5.736655e-01 3.786655e-01 9.767092e-01 2.329080e-02 7.463726e-02 -2.036138e-01 -1.617473e-01 2.427660e+00
2.117600e+00 5.736655e-01 3.936655e-01 9.555053e-01 4.449467e-02 8.720630e-02 -1.755065e-01 -1.263471e-01 2.376554e+00
2.117600e+00 5.736655e-01 4.086655e-01 9.109642e-01 8.903583e-02 1.009803e-01 -1.482215e-01 -8.631107e-02 2.322721e+00
2.117600e+00 5.736655e-01 4.236655e-01 8.205719e-01 1.794281e-01 1.146385e-01 -1.261618e-01 -4.221434e-02 2.266936e+00
2.117600e+00 5.736655e-01 4.386655e-01 6.691063e-01 3.308937e-01 1.257170e-01 -1.151149e-01 3.633836e-03 2.211597e+00
2.117600e+00 5.736655e-01 4.536655e-01 4.966492e-01 5.033508e-01 1.320884e-01 -1.172622e-01 4.605524e-02 2.161885e+00
2.117600e+00 5.736655e-01 4.686655e-01 3.685934e-01 6.314066e-01 1.343786e-01 -1.270157e-01 7.920298e-02 2.123597e+00
2.117600e+00 5.736655e-01 4.836655e-01 3.002287e-01 6.997713e-01 1.347551e-01 -1.362649e-01 9.980572e-02 2.099942e+00
2.117600e+00 5.736655e-01 4.986655e-01 2.795386e-01 7.204614e-01 1.347244e-01 -1.398760e-01 1.067520e-01 2.091984e+00
2.117600e+00 5.736655e-01 5.136655e-01 3.002287e-01 6.997713e-01 1.347551e-01 -1.362649e-01 9.980572e-02 2.099942e+00
2.117600e+00 5.736655e-01 5.286655e-01 3.685934e-01 6.314066e-01 1.343786e-01 -1.270157e-01 7.920298e-02 2.123597e+00
2.117600e+00 5.736655e-01 5.436655e-01 4.966492e-01 5.033508e-01 1.320884e-01 -1.172622e-01 4.605524e-02 2.161885e+00
2.117600e+00 5.736655e-01 5.586655e-01 6.691063e-01 3.308937e-01 1.257170e-01 -1.151149e-01 3.633836e-03 2.211597e+00
2.117600e+00 5.736655e-01 5.736655e-01 8.205719e-01 1.794281e-01 1.146385e-01 -1.261618e-01 -4.221434e-02 2.266936e+00
2.117600e+00 5.736655e-01 5.886655e-01 9.109642e-01 8.903583e-02 1.009803e-01 -1.482215e-01 -8.631107e-02 2.322721e+00
2.117600e+00 5.736655e-01 6.036655e-01 9.555053e-01 4.449467e-02 8.720630e-02 -1.755065e-01 -1.263471e-01 2.376554e+00
2.117600e+00 5.736655e-01 6.186655e-01 9.767092e-01 2.329080e-02 7.463726e-02 -2.036138e-01 -1.617473e-01 2.427660e+00
2.117600e+00 5.736655e-01 6.336655e-01 9.871300e-01 1.286996e-02 6.371257e-02 -2.301624e-01 -1.925466e-01 2.475765e+00
2.117600e+00 5.736655e-01 6.486655e-01 9.925119e-01 7.488115e-03 5.445022e-02 -2.540705e-01 -2.190001e-01 2.520746e+00
2.117600e+00 5.736655e-01 6.636655e-01 9.954339e-01 4.566053e-03 4.670548e-02 -2.749831e-01 -2.414789e-01 2.562568e+00
2.117600e+00 5.736655e-01 6.786655e-01 9.970944e-01 2.905605e-03 4.028602e-02 -2.929373e-01 -2.604217e-01 2.601288e+00
2.117600e+00 5.736655e-01 6.936655e-01 9.980765e-01 1.923509e-03 3.500008e-02 -3.081679e-01 -2.762905e-01 2.637040e+00
2.117600e+00 5.736655e-01 7.086655e-01 9.986778e-01 1.322209e-03 3.067578e-02 -3.209898e-01 -2.895327e-01 2.670011e+00
2.117600e+00 5.736655e-01 7.236655e-01 9.990569e-01 9.430711e-04 2.716590e-02 -3.317281e-01 -3.005526e-01 2.700406e+00
2.117600e+00 5.736655e-01 7.386655e-01 9.993021e-01 6.979460e-04 2.434458e-02 -3.406840e-01 -3.096997e-01 2.728427e+00
2.117600e+00 5.736655e-01 7.536655e-01 9.994639e-01 5.360520e-04 2.210389e-02 -3.481224e-01 -3.172696e-01 2.754259e+00
2.117600e+00 5.736655e-01 7.686655e-01 9.995727e-01 4.273010e-04 2.035298e-02 -3.542713e-01 -3.235096e-01 2.778062e+00
2.117600e+00 5.736655e-01 7.836655e-01 9.996466e-01 3.533961e-04 1.901555e-02 -3.593227e-01 -3.286242e-01 2.799968e+00
2.117600e+00 5.736655e-01 7.986655e-01 9.996974e-01 3.026276e-04 1.801776e-02 -3.634351e-01 -3.327807e-01 2.820079e+00
2.117600e+00 5.886655e-01 1.986655e-01 9.997688e-01 2.312035e-04 1.681897e-02 -3.859773e-01 -3.553806e-01 2.867955e+00
2.117600e+00 5.886655e-01 2.136655e-01 9.997305e-01 2.694874e-04 1.776307e-02 -3.820888e-01 -3.514562e-01 2.847760e+00
2.117600e+00 5.886655e-01 2.286655e-01 9.996757e-01 3.243254e-04 1.900402e-02 -3.772951e-01 -3.466119e-01 2.825724e+00
2.117600e+00 5.886655e-01 2.436655e-01 9.995960e-01 4.039816e-04 2.061057e-02 -3.714381e-01 -3.406828e-01 2.801733e+00
2.117600e+00 5.886655e-01 2.586655e-01 9.994790e-01 5.210092e-04 2.264965e-02 -3.643263e-01 -3.334682e-01 2.775647e+00
2.117600e+00 5.886655e-01 2.736655e-01 9.993044e-01 6.955785e-04 2.519810e-02 -3.557323e-01 -3.247266e-01 2.747297e+00
2.117600e+00 5.886655e-01 2.886655e-01 9.990391e-01 9.608748e-04 2.834432e-02 -3.453919e-01 -3.141720e-01 2.716502e+00
2.117600e+00 5.886655e-01 3.036655e-01 9.986272e-01 1.372802e-03 3.218785e-02 -3.330054e-01 -3.014711e-01 2.683075e+00
2.117600e+00 5.886655e-01 3.186655e-01 9.979715e-01 2.028482e-03 3.684110e-02 -3.182500e-01 -2.862481e-01 2.646849e+00
2.117600e+00 5.886655e-01 3.336655e-01 9.968974e-01 3.102619e-03 4.243130e-02 -3.008139e-01 -2.681058e-01 2.607711e+00
2.117600e+00 5.886655e-01 3.486655e-01 9.950791e-01 4.920860e-03 4.909680e-02 -2.804604e-01 -2.466669e-01 2.565651e+00
2.117600e+00 5.886655e-01 3.636655e-01 9.918872e-01 8.112847e-03 5.697544e-02 -2.571267e-01 -2.216330e-01 2.520802e+00
2.117600e+00 5.886655e-01 3.786655e-01 9.860595e-01 1.394051e-02 6.618052e-02 -2.310650e-01 -1.928551e-01 2.473475e+00
2.117600e+00 5.886655e-01 3.936655e-01 9.749963e-01 2.500368e-02 7.674922e-02 -2.030341e-01 -1.604026e-01 2.424169e+00
2.117600e+00 5.886655e-01 4.086655e-01 9.533463e-01 4.665372e-02 8.853165e-02 -1.745573e-01 -1.246317e-01 2.373587e+00
2.117600e+00 5.886655e-01 4.236655e-01 9.109642e-01 8.903583e-02 1.009803e-01 -1.482215e-01 -8.631107e-02 2.322721e+00
2.117600e+00 5.886655e-01 4.386655e-01 8.339065e-01 1.660935e-01 1.128874e-01 -1.276887e-01 -4.696726e-02 2.273198e+00
2.117600e+00 5.886655e-01 4.536655e-01 7.197963e-01 2.802037e-01 1.224846e-01 -1.162988e-01 -9.536765e-03 2.227955e+00
2.117600e+00 5.886655e-01 4.686655e-01 5.996864e-01 4.003136e-01 1.285443e-01 -1.138607e-01 2.150476e-02 2.191411e+00
2.117600e+00 5.886655e-01 4.836655e-01 5.160881e-01 4.839119e-01 1.314228e-01 -1.158059e-01 4.179506e-02 2.167857e+00
2.117600e+00 5.886655e-01 4.986655e-01 4.874616e-01 5.125384e-01 1.322141e-01 -1.171113e-01 4.880185e-02 2.159769e+00
2.117600e+00 5.886655e-01 5.136655e-01 5.160881e-01 4.839119e-01 1.314228e-01 -1.158059e-01 4.179506e-02 2.167857e+00
2.117600e+00 5.886655e-01 5.286655e-01 5.996864e-01 4.003136e-01 1.285443e-01 -1.138607e-01 2.150476e-02 2.191411e+00
2.117600e+00 5.886655e-01 5.436655e-01 7.197963e-01 2.802037e-01 1.224846e-01 -1.162988e-01 -9.536765e-03 2.227955e+00
2.117600e+00 5.886655e-01 5.586655e-01 8.339065e-01 1.660935e-01 1.128874e-01 -1.276887e-01 -4.696726e-02 2.273198e+00
2.117600e+00 5.886655e-01 5.736655e-01 9.109642e-01 8.903583e-02 1.009803e-01 -1.482215e-01 -8.631107e-02 2.322721e+00
2.117600e+00 5.886655e-01 5.886655e-01 9.533463e-01 4.665372e-02 8.853165e-02 -1.745573e-01 -1.246317e-01 2.373587e+00
2.117600e+00 5.886655e-01 6.036655e-01 9.749963e-01 2.500368e-02 7.674922e-02 -2.030341e-01 -1.604026e-01 2.424169e+00
2.117600e+00 5.886655e-01 6.186655e-01 9.860595e-01 1.394051e-02 6.618052e-02 -2.310650e-01 -1.928551e-01 2.473475e+00
2.117600e+00 5.886655e-01 6.336655e-01 9.918872e-01 8.112847e-03 5.697544e-02 -2.571267e-01 -2.216330e-01 2.520802e+00
2.117600e+00 5.886655e-01 6.486655e-01 9.950791e-01 4.920860e-03 4.909680e-02 -2.804604e-01 -2.466669e-01 2.565651e+00
2.117600e+00 5.886655e-01 6.636655e-01 9.968974e-01 3.102619e-03 4.243130e-02 -3.008139e-01 -2.681058e-01 2.607711e+00
2.117600e+00 5.886655e-01 6.786655e-01 9.979715e-01 2.028482e-03 3.684110e-02 -3.182500e-01 -2.862481e-01 2.646849e+00
2.117600e+00 5.886655e-01 6.936655e-01 9.986272e-01 1.372802e-03 3.218785e-02 -3.330054e-01 -3.014711e-01 2.683075e+00
2.117600e+00 5.886655e-01 7.086655e-01 9.990391e-01 9.608748e-04 2.834432e-02 -3.453919e-01 -3.141720e-01 2.716502e+00
2.117600e+00 5.886655e-01 7.236655e-01 9.993044e-01 6.955785e-04 2.519810e-02 -3.557323e-01 -3.247266e-01 2.747297e+00
2.117600e+00 5.886655e-01 7.386655e-01 9.994790e-01 5.210092e-04 2.264965e-02 -3.643263e-01 -3.334682e-01 2.775647e+00
2.117600e+00 5.886655e-01 7.536655e-01 9.995960e-01 4.039816e-04 2.061057e-02 -3.714381e-01 -3.406828e-01 2.801733e+00
2.117600e+00 5.886655e-01 7.686655e-01 9.996757e-01 3.243254e-04 1.900402e-02 -3.772951e-01 -3.466119e-01 2.825724e+00
2.117600e+00 5.886655e-01 7.836655e-01 9.997305e-01 2.694874e-04 1.776307e-02 -3.820888e-01 -3.514562e-01 2.847760e+00
2.117600e+00 5.886655e-01 7.986655e-01 9.997688e-01 2.312035e-04 1.681897e-02 -3.859773e-01 -3.553806e-01 2.867955e+00
2.117600e+00 6.036655e-01 1.986655e-01 9.998264e-01 1.735575e-04 1.557725e-02 -4.090879e-01 -3.785418e-01 2.921163e+00
2.117600e+00 6.036655e-01 2.136655e-01 9.997979e-01 2.020768e-04 1.646654e-02 -4.053891e-01 -3.748141e-01 2.900797e+00
2.117600e+00 6.036655e-01 2.286655e-01 9.997578e-01 2.422479e-04 1.761162e-02 -4.008180e-01 -3.702029e-01 2.878524e+00
2.117600e+00 6.036655e-01 2.436655e-01 9.997002e-01 2.998403e-04 1.907620e-02 -3.952172e-01 -3.645459e-01 2.854217e+00
2.117600e+00 6.036655e-01 2.586655e-01 9.996166e-01 3.833674e-04 2.091862e-02 -3.883967e-01 -3.576461e-01 2.827719e+00
2.117600e+00 6.036655e-01 2.736655e-01 9.994938e-01 5.062007e-04 2.320322e-02 -3.801305e-01 -3.492674e-01 2.798854e+00
2.117600e+00 6.036655e-01 2.886655e-01 9.993102e-01 6.898081e-04 2.600139e-02 -3.701559e-01 -3.391318e-01 2.767437e+00
2.117600e+00 6.036655e-01 3.036655e-01 9.990307e-01 9.693437e-04 2.939039e-02 -3.581755e-01 -3.269191e-01 2.733296e+00
2.117600e+00 6.036655e-01 3.186655e-01 9.985961e-01 1.403895e-03 3.345396e-02 -3.438705e-01 -3.122753e-01 2.696297e+00
2.117600e+00 6.036655e-01 3.336655e-01 9.979043e-01 2.095703e-03 3.828337e-02 -3.269351e-01 -2.948397e-01 2.656397e+00
2.117600e+00 6.036655e-01 3.486655e-01 9.967733e-01 3.226694e-03 4.397417e-02 -3.071377e-01 -2.742949e-01 2.613692e+00
2.117600e+00 6.036655e-01 3.636655e-01 9.948705e-01 5.129455e-03 5.061838e-02 -2.844129e-01 -2.504374e-01 2.568474e+00
2.117600e+00 6.036655e-01 3.786655e-01 9.915729e-01 8.427094e-03 5.829078e-02 -2.589771e-01 -2.232625e-01 2.521264e+00
2.117600e+00 6.036655e-01 3.936655e-01 9.856946e-01 1.430536e-02 6.702287e-02 -2.314601e-01 -1.930450e-01 2.472827e+00
2.117600e+00 6.036655e-01 4.086655e-01 9.749963e-01 2.500368e-02 7.674922e-02 -2.030341e-01 -1.604026e-01 2.424169e+00
2.117600e+00 6.036655e-01 4.236655e-01 9.555053e-01 4.449467e-02 8.720630e-02 -1.755065e-01 -1.263471e-01 2.376554e+00
2.117600e+00 6.036655e-01 4.386655e-01 9.214497e-01 7.855033e-02 9.778660e-02 -1.512699e-01 -9.237819e-02 2.331591e+00
2.117600e+00 6.036655e-01 4.536655e-01 8.686431e-01 1.313569e-01 1.074551e-01 -1.328057e-01 -6.067862e-02 2.291461e+00
2.117600e+00 6.036655e-01 4.686655e-01 8.036399e-01 1.963601e-01 1.149896e-01 -1.214501e-01 -3.426917e-02 2.259119e+00
2.117600e+00 6.036655e-01 4.836655e-01 7.484172e-01 2.515828e-01 1.195804e-01 -1.162641e-01 -1.659199e-02 2.237926e+00
2.117600e+00 6.036655e-01 4.986655e-01 7.268563e-01 2.731437e-01 1.210873e-01 -1.149341e-01 -1.036482e-02 2.230534e+00
2.117600e+00 6.036655e-01 5.136655e-01 7.484172e-01 2.515828e-01 1.195804e-01 -1.162641e-01 -1.659199e-02 2.237926e+00
2.117600e+00 6.036655e-01 5.286655e-01 8.036399e-01 1.963601e-01 1.149896e-01 -1.214501e-01 -3.426917e-02 2.259119e+00
2.117600e+00 6.036655e-01 5.436655e-01 8.686431e-01 1.313569e-01 1.074551e-01 -1.328057e-01 -6.067862e-02 2.291461e+00
2.117600e+00 6.036655e-01 5.586655e-01 9.214497e-01 7.855033e-02 9.778660e-02 -1.512699e-01 -9.237819e-02 2.331591e+00
2.117600e+00 6.036655e-01 5.736655e-01 9.555053e-01 4.449467e-02 8.720630e-02 -1.755065e-01 -1.263471e-01 2.376554e+00
2.117600e+00 6.036655e-01 5.886655e-01 9.749963e-01 2.500368e-02 7.674922e-02 -2.030341e-01 -1.604026e-01 2.424169e+00
2.117600e+00 6.036655e-01 6.036655e-01 9.856946e-01 1.430536e-02 6.702287e-02 -2.314601e-01 -1.930450e-01 2.472827e+00
2.117600e+00 6.036655e-01 6.186655e-01 9.915729e-01 8.427094e-03 5.829078e-02 -2.589771e-01 -2.232625e-01 2.521264e+00
2.117600e+00 6.036655e-01 6.336655e-01 9.948705e-01 5.129455e-03 5.061838e-02 -2.844129e-01 -2.504374e-01 2.568474e+00
2.117600e+00 6.036655e-01 6.486655e-01 9.967733e-01 3.226694e-03 4.397417e-02 -3.071377e-01 -2.742949e-01 2.613692e+00
2.117600e+00 6.036655e-01 6.636655e-01 9.979043e-01 2.095703e-03 3.828337e-02 -3.269351e-01 -2.948397e-01 2.656397e+00
2.117600e+00 6.036655e-01 6.786655e-01 9.985961e-01 1.403895e-03 3.345396e-02 -3.438705e-01 -3.122753e-01 2.696297e+00
2.117600e+00 6.036655e-01 6.936655e-01 9.990307e-01 9.693437e-04 2.939039e-02 -3.581755e-01 -3.269191e-01 2.733296e+00
2.117600e+00 6.036655e-01 7.086655e-01 9.993102e-01 6.898081e-04 2.600139e-02 -3.701559e-01 -3.391318e-01 2.767437e+00
2.117600e+00 6.036655e-01 7.236655e-01 9.994938e-01 5.062007e-04 2.320322e-02 -3.801305e-01 -3.492674e-01 2.798854e+00
2.117600e+00 6.036655e-01 7.386655e-01 9.996166e-01 3.833674e-04 2.091862e-02 -3.883967e-01 -3.576461e-01 2.827719e+00
2.117600e+00 6.036655e-01 7.536655e-01 9.997002e-01 2.998403e-04 1.907620e-02 -3.952172e-01 -3.645459e-01 2.854217e+00
2.117600e+00 6.036655e-01 7.686655e-01 9.997578e-01 2.422479e-04 1.761162e-02 -4.008180e-01 -3.702029e-01 2.878524e+00
2.117600e+00 6.036655e-01 7.836655e-01 9.997979e-01 2.020768e-04 1.646654e-02 -4.053891e-01 -3.748141e-01 2.900797e+00
2.117600e+00 6.036655e-01 7.986655e-01 9.998264e-01 1.735575e-04 1.557725e-02 -4.090879e-01 -3.785418e-01 2.921163e+00
2.117600e+00 6.186655e-01 1.986655e-01 9.998710e-01 1.290050e-04 1.433740e-02 -4.317448e-01 -4.012411e-01 2.978428e+00
2.117600e+00 6.186655e-01 2.136655e-01 9.998498e-01 1.501630e-04 1.517199e-02 -4.281844e-01 -3.976575e-01 2.957779e+00
2.117600e+00 6.186655e-01 2.286655e-01 9.998205e-01 1.794704e-04 1.622448e-02 -4.237815e-01 -3.932232e-01 2.935135e+00
2.117600e+00 6.186655e-01 2.436655e-01 9.997790e-01 2.209513e-04 1.755369e-02 -4.183802e-01 -3.877783e-01 2.910350e+00
2.117600e+00 6.186655e-01 2.586655e-01 9.997196e-01 2.803749e-04 1.921020e-02 -4.117924e-01 -3.811298e-01 2.883249e+00
2.117600e+00 6.186655e-01 2.736655e-01 9.996334e-01 3.666074e-04 2.124745e-02 -4.037945e-01 -3.730467e-01 2.853645e+00
2.117600e+00 6.186655e-01 2.886655e-01 9.995064e-01 4.935613e-04 2.372243e-02 -3.941259e-01 -3.632579e-01 2.821348e+00
2.117600e+00 6.186655e-01 3.036655e-01 9.993166e-01 6.834298e-04 2.669408e-02 -3.824929e-01 -3.514539e-01 2.786198e+00
2.117600e+00 6.186655e-01 3.186655e-01 9.990276e-01 9.724074e-04 3.022335e-02 -3.685816e-01 -3.372977e-01 2.748099e+00
2.117600e+00 6.186655e-01 3.336655e-01 9.985790e-01 1.420963e-03 3.437364e-02 -3.520928e-01 -3.204552e-01 2.707073e+00
2.117600e+00 6.186655e-01 3.486655e-01 9.978677e-01 2.132294e-03 3.920806e-02 -3.328034e-01 -3.006500e-01 2.663318e+00
2.117600e+00 6.186655e-01 3.636655e-01 9.967142e-01 3.285808e-03 4.478336e-02 -3.106532e-01 -2.777410e-01 2.617263e+00
2.117600e+00 6.186655e-01 3.786655e-01 9.948022e-01 5.197756e-03 5.114090e-02 -2.858506e-01 -2.518130e-01 2.569594e+00
2.117600e+00 6.186655e-01 3.936655e-01 9.915729e-01 8.427094e-03 5.829078e-02 -2.589771e-01 -2.232625e-01 2.521264e+00
2.117600e+00 6.186655e-01 4.086655e-01 9.860595e-01 1.394051e-02 6.618052e-02 -2.310650e-01 -1.928551e-01 2.473475e+00
2.117600e+00 6.186655e-01 4.236655e-01 9.767092e-01 2.329080e-02 7.463726e-02 -2.036138e-01 -1.617473e-01 2.427660e+00
2.117600e+00 6.186655e-01 4.386655e-01 9.614729e-01 3.852715e-02 8.328201e-02 -1.784987e-01 -1.314866e-01 2.385483e+00
2.117600e+00 6.186655e-01 4.536655e-01 9.389406e-01 6.105944e-02 9.145344e-02 -1.576815e-01 -1.040191e-01 2.348886e+00
2.117600e+00 6.186655e-01 4.686655e-01 9.112677e-01 8.873225e-02 9.824358e-02 -1.426639e-01 -8.166653e-02 2.320114e+00
2.117600e+00 6.186655e-01 4.836655e-01 8.868012e-01 1.131988e-01 1.027334e-01 -1.339424e-01 -6.689697e-02 2.301542e+00
2.117600e+00 6.186655e-01 4.986655e-01 8.768453e-01 1.231547e-01 1.042986e-01 -1.311419e-01 -6.171310e-02 2.295100e+00
2.117600e+00 6.186655e-01 5.136655e-01 8.868012e-01 1.131988e-01 1.027334e-01 -1.339424e-01 -6.689697e-02 2.301542e+00
2.117600e+00 6.186655e-01 5.286655e-01 9.112677e-01 8.873225e-02 9.824358e-02 -1.426639e-01 -8.166653e-02 2.320114e+00
2.117600e+00 6.186655e-01 5.436655e-01 9.389406e-01 6.105944e-02 9.145344e-02 -1.576815e-01 -1.040191e-01 2.348886e+00
2.117600e+00 6.186655e-01 5.586655e-01 9.614729e-01 3.852715e-02 8.328201e-02 -1.784987e-01 -1.314866e-01 2.385483e+00
2.117600e+00 6.186655e-01 5.736655e-01 9.767092e-01 2.329080e-02 7.463726e-02 -2.036138e-01 -1.617473e-01 2.427660e+00
2.117600e+00 6.186655e-01 5.886655e-01 9.860595e-01 1.394051e-02 6.618052e-02 -2.310650e-01 -1.928551e-01 2.473475e+00
2.117600e+00 6.186655e-01 6.036655e-01 9.915729e-01 8.427094e-03 5.829078e-02 -2.589771e-01 -2.232625e-01 2.521264e+00
2.117600e+00 6.186655e-01 6.186655e-01 9.948022e-01 5.197756e-03 5.114090e-02 -2.858506e-01 -2.518130e-01 2.569594e+00
2.117600e+00 6.186655e-01 6.336655e-01 9.967142e-01 3.285808e-03 4.478336e-02 -3.106532e-01 -2.777410e-01 2.617263e+00
2.117600e+00 6.186655e-01 6.486655e-01 9.978677e-01 2.132294e-03 3.920806e-02 -3.328034e-01 -3.006500e-01 2.663318e+00
2.117600e+00 6.186655e-01 6.636655e-01 9.985790e-01 1.420963e-03 3.437364e-02 -3.520928e-01 -3.204552e-01 2.707073e+00
2.117600e+00 6.186655e-01 6.786655e-01 9.990276e-01 9.724074e-04 3.022335e-02 -3.685816e-01 -3.372977e-01 2.748099e+00
2.117600e+00 6.186655e-01 6.936655e-01 9.993166e-01 6.834298e-04 2.669408e-02 -3.824929e-01 -3.514539e-01 2.786198e+00
2.117600e+00 6.186655e-01 7.086655e-01 9.995064e-01 4.935613e-04 2.372243e-02 -3.941259e-01 -3.632579e-01 2.821348e+00
2.117600e+00 6.186655e-01 7.236655e-01 9.996334e-01 3.666074e-04 2.124745e-02 -4.037945e-01 -3.730467e-01 2.853645e+00
2.117600e+00 6.186655e-01 7.386655e-01 9.997196e-01 2.803749e-04 1.921020e-02 -4.117924e-01 -3.811298e-01 2.883249e+00
2.117600e+00 6.186655e-01 7.536655e-01 9.997790e-01 2.209513e-04 1.755369e-02 -4.183802e-01 -3.877783e-01 2.910350e+00
2.117600e+00 6.186655e-01 7.686655e-01 9.998205e-01 1.794704e-04 1.622448e-02 -4.237815e-01 -3.932232e-01 2.935135e+00
2.117600e+00 6.186655e-01 7.836655e-01 9.998498e-01 1.501630e-04 1.517199e-02 -4.281844e-01 -3.976575e-01 2.957779e+00
2.117600e+00 6.186655e-01 7.986655e-01 9.998710e-01 1.290050e-04 1.433740e-02 -4.317448e-01 -4.012411e-01 2.978428e+00
2.117600e+00 6.336655e-01 1.986655e-01 9.999045e-01 9.554850e-05 1.313527e-02 -4.531614e-01 -4.226921e-01 3.038492e+00
2.117600e+00 6.336655e-01 2.136655e-01 9.998887e-01 1.112730e-04 1.391611e-02 -4.496797e-01 -4.191920e-01 3.017425e+00
2.117600e+00 6.336655e-01 2.286655e-01 9.998673e-01 1.327057e-04 1.488100e-02 -4.453810e-01 -4.148686e-01 2.994251e+00
2.117600e+00 6.336655e-01 2.436655e-01 9.998373e-01 1.626687e-04 1.608390e-02 -4.401113e-01 -4.095652e-01 2.968798e+00
2.117600e+00 6.336655e-01 2.586655e-01 9.997949e-01 2.050976e-04 1.756848e-02 -4.336851e-01 -4.030925e-01 2.940874e+00
2.117600e+00 6.336655e-01 2.736655e-01 9.997341e-01 2.659167e-04 1.937879e-02 -4.258815e-01 -3.952246e-01 2.910277e+00
2.117600e+00 6.336655e-01 2.886655e-01 9.996458e-01 3.542272e-04 2.155978e-02 -4.164438e-01 -3.856970e-01 2.876816e+00
2.117600e+00 6.336655e-01 3.036655e-01 9.995158e-01 4.842051e-04 2.415568e-02 -4.050822e-01 -3.742096e-01 2.840346e+00
2.117600e+00 6.336655e-01 3.186655e-01 9.993216e-01 6.783513e-04 2.720977e-02 -3.914890e-01 -3.604391e-01 2.800812e+00
2.117600e+00 6.336655e-01 3.336655e-01 9.990269e-01 9.731006e-04 3.076471e-02 -3.753727e-01 -3.440716e-01 2.758309e+00
2.117600e+00 6.336655e-01 3.486655e-01 9.985716e-01 1.428377e-03 3.486006e-02 -3.565191e-01 -3.248598e-01 2.713136e+00
2.117600e+00 6.336655e-01 3.636655e-01 9.978562e-01 2.143821e-03 3.952739e-02 -3.348762e-01 -3.027031e-01 2.665846e+00
2.117600e+00 6.336655e-01 3.786655e-01 9.967142e-01 3.285808e-03 4.478336e-02 -3.106532e-01 -2.777410e-01 2.617263e+00
2.117600e+00 6.336655e-01 3.936655e-01 9.948705e-01 5.129455e-03 5.061838e-02 -2.844129e-01 -2.504374e-01 2.568474e+00
2.117600e+00 6.336655e-01 4.086655e-01 9.918872e-01 8.112847e-03 5.697544e-02 -2.571267e-01 -2.216330e-01 2.520802e+00
2.117600e+00 6.336655e-01 4.236655e-01 9.871300e-01 1.286996e-02 6.371257e-02 -2.301624e-01 -1.925466e-01 2.475765e+00
2.117600e+00 6.336655e-01 4.386655e-01 9.798758e-01 2.012423e-02 7.054822e-02 -2.051824e-01 -1.647313e-01 2.435038e+00
2.117600e+00 6.336655e-01 4.536655e-01 9.698017e-01 3.019829e-02 7.700904e-02 -1.839282e-01 -1.399981e-01 2.400420e+00
2.117600e+00 6.336655e-01 4.686655e-01 9.580092e-01 4.199076e-02 8.243179e-02 -1.678988e-01 -1.203000e-01 2.373776e+00
2.117600e+00 6.336655e-01 4.836655e-01 9.478501e-01 5.214989e-02 8.608075e-02 -1.580479e-01 -1.075157e-01 2.356879e+00
2.117600e+00 6.336655e-01 4.986655e-01 9.437502e-01 5.624979e-02 8.737116e-02 -1.547446e-01 -1.030732e-01 2.351075e+00
2.117600e+00 6.336655e-01 5.136655e-01 9.478501e-01 5.214989e-02 8.608075e-02 -1.580479e-01 -1.075157e-01 2.356879e+00
