# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | density n = G_DEG * INT d2k/(2pi)^2 f_c (Kramers degeneracy G_DEG=2)
# target_n=3.200e+12 cm^-2  n=3.194282e+12 cm^-2  dmu=2.019100 eV  inverted
# kx_invA  omega_eV  A_kw
-1.500000e-02 -4.909502e-01 1.595545e-01
5.551115e-17 -4.909502e-01 1.520224e-01
1.500000e-02 -4.909502e-01 1.595545e-01
3.000000e-02 -4.909502e-01 1.834461e-01
4.500000e-02 -4.909502e-01 2.246254e-01
6.000000e-02 -4.909502e-01 2.768995e-01
7.500000e-02 -4.909502e-01 3.309750e-01
9.000000e-02 -4.909502e-01 3.857134e-01
1.050000e-01 -4.909502e-01 4.444141e-01
1.200000e-01 -4.909502e-01 5.091315e-01
1.350000e-01 -4.909502e-01 5.800781e-01
1.500000e-01 -4.909502e-01 6.562877e-01
1.650000e-01 -4.909502e-01 7.361536e-01
1.800000e-01 -4.909502e-01 8.178091e-01
1.950000e-01 -4.909502e-01 8.994058e-01
2.100000e-01 -4.909502e-01 9.792990e-01
2.250000e-01 -4.909502e-01 1.056145e+00
2.400000e-01 -4.909502e-01 1.128923e+00
2.550000e-01 -4.909502e-01 1.196902e+00
2.700000e-01 -4.909502e-01 1.259587e+00
2.850000e-01 -4.909502e-01 1.316662e+00
3.000000e-01 -4.909502e-01 1.367967e+00
-3.000000e-01 -4.772859e-01 1.539182e+00
-2.850000e-01 -4.772859e-01 1.478439e+00
-2.700000e-01 -4.772859e-01 1.411058e+00
-2.550000e-01 -4.772859e-01 1.337297e+00
-2.400000e-01 -4.772859e-01 1.257606e+00
-2.250000e-01 -4.772859e-01 1.172650e+00
-2.100000e-01 -4.772859e-01 1.083370e+00
-1.950000e-01 -4.772859e-01 9.910359e-01
-1.800000e-01 -4.772859e-01 8.972753e-01
-1.650000e-01 -4.772859e-01 8.040311e-01
-1.500000e-01 -4.772859e-01 7.134363e-01
-1.350000e-01 -4.772859e-01 6.275936e-01
-1.200000e-01 -4.772859e-01 5.482640e-01
-1.050000e-01 -4.772859e-01 4.764606e-01
-9.000000e-02 -4.772859e-01 4.118957e-01
-7.500000e-02 -4.772859e-01 3.523070e-01
-6.000000e-02 -4.772859e-01 2.941085e-01
-4.500000e-02 -4.772859e-01 2.383577e-01
-3.000000e-02 -4.772859e-01 1.946550e-01
-1.500000e-02 -4.772859e-01 1.693546e-01
5.551115e-17 -4.772859e-01 1.613850e-01
1.500000e-02 -4.772859e-01 1.693546e-01
3.000000e-02 -4.772859e-01 1.946550e-01
4.500000e-02 -4.772859e-01 2.383577e-01
6.000000e-02 -4.772859e-01 2.941085e-01
7.500000e-02 -4.772859e-01 3.523070e-01
9.000000e-02 -4.772859e-01 4.118957e-01
1.050000e-01 -4.772859e-01 4.764606e-01
1.200000e-01 -4.772859e-01 5.482640e-01
1.350000e-01 -4.772859e-01 6.275936e-01
1.500000e-01 -4.772859e-01 7.134363e-01
1.650000e-01 -4.772859e-01 8.040311e-01
1.800000e-01 -4.772859e-01 8.972753e-01
1.950000e-01 -4.772859e-01 9.910359e-01
2.100000e-01 -4.772859e-01 1.083370e+00
2.250000e-01 -4.772859e-01 1.172650e+00
2.400000e-01 -4.772859e-01 1.257606e+00
2.550000e-01 -4.772859e-01 1.337297e+00
2.700000e-01 -4.772859e-01 1.411058e+00
2.850000e-01 -4.772859e-01 1.478439e+00
3.000000e-01 -4.772859e-01 1.539182e+00
-3.000000e-01 -4.636217e-01 1.743025e+00
-2.850000e-01 -4.636217e-01 1.670516e+00
-2.700000e-01 -4.636217e-01 1.590328e+00
-2.550000e-01 -4.636217e-01 1.502857e+00
-2.400000e-01 -4.636217e-01 1.408730e+00
-2.250000e-01 -4.636217e-01 1.308840e+00
-2.100000e-01 -4.636217e-01 1.204398e+00
-1.950000e-01 -4.636217e-01 1.096992e+00
-1.800000e-01 -4.636217e-01 9.885996e-01
-1.650000e-01 -4.636217e-01 8.815246e-01
-1.500000e-01 -4.636217e-01 7.782326e-01
-1.350000e-01 -4.636217e-01 6.810905e-01
-1.200000e-01 -4.636217e-01 5.920180e-01
-1.050000e-01 -4.636217e-01 5.120573e-01
-9.000000e-02 -4.636217e-01 4.408083e-01
-7.500000e-02 -4.636217e-01 3.757532e-01
-6.000000e-02 -4.636217e-01 3.129668e-01
