# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | density n = G_DEG * INT d2k/(2pi)^2 f_c (Kramers degeneracy G_DEG=2)
# target_n=2.000e+12 cm^-2  n=2.075821e+12 cm^-2  dmu=2.009100 eV  BEC
# kx_invA  omega_eV  A_kw
1.350000e-01 -5.319431e-01 4.738717e-01
1.500000e-01 -5.319431e-01 5.280767e-01
1.650000e-01 -5.319431e-01 5.839208e-01
1.800000e-01 -5.319431e-01 6.400538e-01
1.950000e-01 -5.319431e-01 6.952408e-01
2.100000e-01 -5.319431e-01 7.484618e-01
2.250000e-01 -5.319431e-01 7.989477e-01
2.400000e-01 -5.319431e-01 8.461710e-01
2.550000e-01 -5.319431e-01 8.898089e-01
2.700000e-01 -5.319431e-01 9.296930e-01
2.850000e-01 -5.319431e-01 9.657648e-01
3.000000e-01 -5.319431e-01 9.980477e-01
-3.000000e-01 -5.182788e-01 1.105089e+00
-2.850000e-01 -5.182788e-01 1.067668e+00
-2.700000e-01 -5.182788e-01 1.025952e+00
-2.550000e-01 -5.182788e-01 9.799484e-01
-2.400000e-01 -5.182788e-01 9.297653e-01
-2.250000e-01 -5.182788e-01 8.756416e-01
-2.100000e-01 -5.182788e-01 8.179964e-01
-1.950000e-01 -5.182788e-01 7.574819e-01
-1.800000e-01 -5.182788e-01 6.950194e-01
-1.650000e-01 -5.182788e-01 6.318021e-01
-1.500000e-01 -5.182788e-01 5.692443e-01
-1.350000e-01 -5.182788e-01 5.088630e-01
-1.200000e-01 -5.182788e-01 4.520852e-01
-1.050000e-01 -5.182788e-01 3.999859e-01
-9.000000e-02 -5.182788e-01 3.529438e-01
-7.500000e-02 -5.182788e-01 3.101962e-01
-6.000000e-02 -5.182788e-01 2.696549e-01
-4.500000e-02 -5.182788e-01 2.299174e-01
-3.000000e-02 -5.182788e-01 1.949493e-01
-1.500000e-02 -5.182788e-01 1.719749e-01
5.551115e-17 -5.182788e-01 1.642332e-01
1.500000e-02 -5.182788e-01 1.719749e-01
3.000000e-02 -5.182788e-01 1.949493e-01
4.500000e-02 -5.182788e-01 2.299174e-01
6.000000e-02 -5.182788e-01 2.696549e-01
7.500000e-02 -5.182788e-01 3.101962e-01
9.000000e-02 -5.182788e-01 3.529438e-01
1.050000e-01 -5.182788e-01 3.999859e-01
1.200000e-01 -5.182788e-01 4.520852e-01
1.350000e-01 -5.182788e-01 5.088630e-01
1.500000e-01 -5.182788e-01 5.692443e-01
1.650000e-01 -5.182788e-01 6.318021e-01
1.800000e-01 -5.182788e-01 6.950194e-01
1.950000e-01 -5.182788e-01 7.574819e-01
2.100000e-01 -5.182788e-01 8.179964e-01
2.250000e-01 -5.182788e-01 8.756416e-01
2.400000e-01 -5.182788e-01 9.297653e-01
2.550000e-01 -5.182788e-01 9.799484e-01
2.700000e-01 -5.182788e-01 1.025952e+00
2.850000e-01 -5.182788e-01 1.067668e+00
3.000000e-01 -5.182788e-01 1.105089e+00
-3.000000e-01 -5.046145e-01 1.229729e+00
-2.850000e-01 -5.046145e-01 1.186061e+00
-2.700000e-01 -5.046145e-01 1.137501e+00
-2.550000e-01 -5.046145e-01 1.084102e+00
-2.400000e-01 -5.046145e-01 1.026039e+00
-2.250000e-01 -5.046145e-01 9.636427e-01
-2.100000e-01 -5.046145e-01 8.974556e-01
-1.950000e-01 -5.046145e-01 8.282851e-01
-1.800000e-01 -5.046145e-01 7.572389e-01
-1.650000e-01 -5.046145e-01 6.857167e-01
-1.500000e-01 -5.046145e-01 6.153428e-01
-1.350000e-01 -5.046145e-01 5.478230e-01
-1.200000e-01 -5.046145e-01 4.847269e-01
-1.050000e-01 -5.046145e-01 4.272041e-01
-9.000000e-02 -5.046145e-01 3.756261e-01
-7.500000e-02 -5.046145e-01 3.291333e-01
-6.000000e-02 -5.046145e-01 2.854595e-01
-4.500000e-02 -5.046145e-01 2.430489e-01
-3.000000e-02 -5.046145e-01 2.059604e-01
-1.500000e-02 -5.046145e-01 1.816666e-01
5.551115e-17 -5.046145e-01 1.734896e-01
1.500000e-02 -5.046145e-01 1.816666e-01
3.000000e-02 -5.046145e-01 2.059604e-01
4.500000e-02 -5.046145e-01 2.430489e-01
6.000000e-02 -5.046145e-01 2.854595e-01
7.500000e-02 -5.046145e-01 3.291333e-01
9.000000e-02 -5.046145e-01 3.756261e-01
1.050000e-01 -5.046145e-01 4.272041e-01
1.200000e-01 -5.046145e-01 4.847269e-01
1.350000e-01 -5.046145e-01 5.478230e-01
1.500000e-01 -5.046145e-01 6.153428e-01
1.650000e-01 -5.046145e-01 6.857167e-01
1.800000e-01 -5.046145e-01 7.572389e-01
1.950000e-01 -5.046145e-01 8.282851e-01
2.100000e-01 -5.046145e-01 8.974556e-01
2.250000e-01 -5.046145e-01 9.636427e-01
2.400000e-01 -5.046145e-01 1.026039e+00
2.550000e-01 -5.046145e-01 1.084102e+00
2.700000e-01 -5.046145e-01 1.137501e+00
2.850000e-01 -5.046145e-01 1.186061e+00
3.000000e-01 -5.046145e-01 1.229729e+00
-3.000000e-01 -4.909502e-01 1.375884e+00
-2.850000e-01 -4.909502e-01 1.324558e+00
-2.700000e-01 -4.909502e-01 1.267635e+00
-2.550000e-01 -4.909502e-01 1.205229e+00
-2.400000e-01 -4.909502e-01 1.137606e+00
-2.250000e-01 -4.909502e-01 1.065219e+00
-2.100000e-01 -4.909502e-01 9.887678e-01
-1.950000e-01 -4.909502e-01 9.092553e-01
